X,Y,Z,SSID,Channel,RSSI
1,1,1,Imperial,1,-57,-69,-62,-72,-59,-71,-53,-70,-57,-68
1,1,1,eduroam,1,-57,-68,-61,-72,-59,-72,-54,-70,-54,-68
1,1,1,_The Cloud,1,-57,-68,-61,-73,-60,-71,-56,-69,-55,-68
1,1,1,govroam,1,-57,-69,-61,-72,-59,-72,-54,-70,-55,-68
1,1,1,Imperial-WPA,1,-58,-69,-61,-72,-59,-71,-56,-69,-56,-68
1,1,1,Imperial-WPA,6,-63,-63,-88,-66,-67,-66,-66,-63,-64,-63,-66
1,1,1,Imperial,6,-63,-64,-88,-66,-67,-66,-66,-63,-64,-63,-66
1,1,1,_The Cloud,6,-63,-63,-87,-65,-67,-66,-66,-63,-64,-63,-66
1,1,1,govroam,6,-63,-63,-87,-66,-67,-66,-66,-64,-64,-63,-65
1,1,1,eduroam,6,-63,-64,-86,-66,-67,-66,-66,-63,-64,-63,-65
1,1,1,Imperial-WPA,11,-66,-66,-65,-65,-67
1,1,1,Imperial,11,-66,-66,-65,-65,-67
1,1,1,eduroam,11,-66,-66,-65,-65,-67
1,1,1,_The Cloud,11,-66,-66,-65,-65,-67
1,1,1,govroam,11,-66,-66,-65,-65,-67
1,1,1,Darwieesh,9,-87,-88,-89,-89
1,1,1,BTWi-fi,1,-93,-92,-93
1,1,1,BTHub5-3Q5K,1,-94,-89,-93
1,1,1,77 AHM WiFi,8,-91,-87
1,1,1,Tzik Home,6,-92
1,1,1,BTWi-fi,11,-95
1,1,1,BTB-K9CG8T,11,-96
1,2,1,Imperial-WPA,1,-52,-66,-56,-67,-88,-57,-67,-85,-86,-53,-68,-53,-68,-85
1,2,1,Imperial,1,-52,-66,-87,-56,-67,-85,-87,-57,-67,-84,-85,-53,-68,-53,-68
1,2,1,eduroam,1,-52,-66,-87,-56,-67,-88,-57,-67,-85,-54,-68,-52,-68
1,2,1,_The Cloud,1,-52,-66,-85,-56,-67,-86,-57,-67,-86,-86,-53,-68,-52,-69,-85
1,2,1,govroam,1,-52,-66,-87,-56,-67,-87,-57,-67,-84,-53,-68,-87,-52,-68
1,2,1,eduroam,6,-58,-64,-85,-60,-63,-85,-59,-64,-84,-64,-64,-84,-62,-65,-84
1,2,1,govroam,6,-58,-63,-85,-60,-64,-84,-59,-64,-84,-64,-64,-84,-62,-65,-85
1,2,1,_The Cloud,6,-58,-64,-84,-60,-63,-84,-60,-63,-64,-64,-85,-62,-65,-85
1,2,1,Imperial-WPA,6,-58,-63,-86,-60,-63,-83,-59,-64,-64,-64,-84,-63,-65,-85
1,2,1,Imperial,6,-58,-63,-85,-60,-63,-84,-59,-63,-85,-64,-64,-84,-62,-65,-85
1,2,1,Imperial-WPA,11,-59,-59,-88,-59,-86,-57,-84,-57
1,2,1,Imperial,11,-59,-59,-90,-59,-86,-57,-84,-56
1,2,1,eduroam,11,-59,-59,-89,-59,-86,-57,-85,-57
1,2,1,_The Cloud,11,-59,-59,-89,-59,-86,-57,-86,-57
1,2,1,govroam,11,-59,-59,-89,-59,-86,-57,-87,-57
1,2,1,77 AHM WiFi,8,-88,-80,-86
1,2,1,SKYD5339,11,-92,-93,-89
1,2,1,BTB-K9CG8T,11,-90
1,2,1,Tzik Home,6,-91,-89
1,2,1,BTWi-fi,11,-91
1,3,1,Imperial-WPA,1,-50,-73,-49,-69,-49,-66,-50,-67,-88,-50,-67
1,3,1,Imperial,1,-50,-73,-50,-69,-49,-67,-49,-67,-85,-49,-67
1,3,1,eduroam,1,-50,-73,-50,-69,-49,-66,-50,-67,-86,-49,-67,-86
1,3,1,_The Cloud,1,-50,-73,-50,-68,-48,-67,-50,-67,-50,-67
1,3,1,govroam,1,-50,-73,-50,-69,-48,-66,-49,-67,-50,-67
1,3,1,Imperial-WPA,11,-55,-55,-87,-56,-57,-57
1,3,1,_The Cloud,11,-55,-55,-87,-56,-57,-57
1,3,1,Imperial,11,-56,-56,-56,-57,-57
1,3,1,eduroam,11,-56,-55,-85,-55,-57,-57
1,3,1,govroam,11,-56,-56,-88,-56,-57,-56
1,3,1,Imperial-WPA,6,-61,-63,-62,-63,-61,-63,-61,-63,-62,-63
1,3,1,Imperial,6,-62,-63,-62,-63,-62,-63,-60,-63,-62,-63
1,3,1,eduroam,6,-62,-63,-62,-63,-62,-64,-61,-63,-62,-63
1,3,1,_The Cloud,6,-62,-64,-62,-63,-62,-64,-63,-63,-62,-63
1,3,1,govroam,6,-62,-64,-62,-63,-62,-64,-61,-63,-62,-63
1,3,1,77 AHM WiFi,8,-84,-86,-86
1,3,1,BTWi-fi,1,-90,-87
1,3,1,Darwieesh,9,-90,-85,-86,-86
1,3,1,BTWifi-X,1,-91
1,3,1,Tzik Home,6,-91,-91,-91
1,3,1,BTHub5-3Q5K,1,-92,-92,-89
1,4,1,Imperial,1,-57,-70,-55,-74,-58,-78,-58,-74,-58,-73
1,4,1,_The Cloud,1,-57,-69,-56,-74,-57,-78,-58,-73,-58,-74
1,4,1,govroam,6,-57,-63,-63,-65,-87,-63,-65,-90,-60,-66,-62,-65
1,4,1,Imperial-WPA,1,-58,-69,-86,-56,-74,-58,-78,-58,-74,-58,-73
1,4,1,eduroam,1,-58,-69,-86,-54,-74,-58,-78,-58,-74,-58,-74
1,4,1,govroam,1,-58,-69,-55,-73,-57,-78,-58,-73,-58,-73
1,4,1,Imperial,6,-58,-63,-64,-65,-89,-63,-65,-88,-60,-66,-61,-65
1,4,1,eduroam,6,-58,-63,-64,-66,-87,-63,-65,-89,-60,-66,-88,-62,-65
1,4,1,_The Cloud,6,-58,-63,-63,-65,-87,-63,-65,-89,-60,-66,-62,-65
1,4,1,Imperial-WPA,6,-58,-63,-64,-65,-86,-63,-65,-60,-67,-62,-65
1,4,1,eduroam,11,-63,-63,-61,-63,-63
1,4,1,govroam,11,-63,-63,-61,-63,-63
1,4,1,Imperial-WPA,11,-64,-63,-61,-63,-64
1,4,1,Imperial,11,-64,-63,-61,-63,-64
1,4,1,_The Cloud,11,-64,-62,-61,-63,-63
1,4,1,SKYD5339,11,-93
1,4,1,Tzik Home,6,-94
1,4,1,Darwieesh,9,-94,-92,-90
1,4,1,BTHub5-3Q5K,1,-93,-91
1,4,1,BTWi-fi,1,-93,-92
1,4,1,77 AHM WiFi,8,-87,-89,-90
1,4,1,BTWifi-X,1,-92
1,4,1,Ladame_pwd_88886666,11,-92
1,5,1,Imperial,1,-61,-74,-88,-60,-77,-60,-77,-61,-77,-62,-72
1,5,1,eduroam,1,-61,-75,-89,-61,-78,-60,-77,-61,-77,-62,-72
1,5,1,_The Cloud,1,-61,-74,-88,-60,-77,-88,-60,-77,-61,-77,-62,-72
1,5,1,govroam,1,-61,-74,-87,-60,-77,-59,-77,-60,-77,-62,-72
1,5,1,Imperial-WPA,6,-61,-64,-62,-65,-61,-65,-60,-66,-59,-63
1,5,1,Imperial,6,-61,-64,-62,-66,-62,-65,-60,-67,-59,-63
1,5,1,eduroam,6,-61,-64,-62,-66,-62,-65,-60,-67,-59,-63
1,5,1,govroam,6,-61,-65,-62,-65,-62,-65,-61,-67,-60,-63
1,5,1,Imperial-WPA,1,-62,-74,-88,-60,-77,-60,-77,-86,-61,-77,-62,-73
1,5,1,_The Cloud,6,-62,-63,-62,-65,-62,-65,-60,-66,-59,-63
1,5,1,govroam,11,-64,-64,-89,-65,-65,-66
1,5,1,Imperial-WPA,11,-64,-65,-65,-65,-66
1,5,1,Imperial,11,-64,-65,-89,-65,-65,-66
1,5,1,eduroam,11,-64,-64,-65,-65,-66
1,5,1,_The Cloud,11,-64,-64,-65,-65,-66
1,5,1,BTB-K9CG8T,11,-93,-93,-91,-95
1,5,1,BTWi-fi,11,-93,-95,-91,-95
1,5,1,SKYD5339,11,-93,-90
1,5,1,77 AHM WiFi,8,-91,-88,-91
1,5,1,Tzik Home,6,-92,-90
1,5,1,BTWi-fi,1,-94
1,6,1,Imperial-WPA,1,-60,-75,-59,-76,-61,-74,-59,-75,-62,-75,-86
1,6,1,Imperial,1,-60,-75,-59,-76,-61,-74,-59,-75,-62,-75,-87
1,6,1,eduroam,1,-60,-75,-59,-77,-60,-74,-59,-74,-62,-75
1,6,1,_The Cloud,1,-60,-74,-59,-76,-60,-74,-60,-75,-62,-75,-87
1,6,1,govroam,1,-60,-74,-60,-76,-60,-74,-60,-75,-62,-74
1,6,1,Imperial,6,-62,-63,-87,-63,-63,-62,-65,-63,-65,-87,-61,-65,-85
1,6,1,_The Cloud,6,-63,-63,-63,-63,-62,-65,-62,-65,-61,-65,-86
1,6,1,govroam,6,-63,-63,-63,-64,-62,-65,-87,-62,-65,-86,-61,-65,-85
1,6,1,eduroam,6,-63,-64,-63,-63,-62,-65,-63,-65,-61,-65,-86
1,6,1,Imperial-WPA,6,-63,-63,-63,-63,-62,-65,-87,-62,-65,-61,-65,-85
1,6,1,Imperial,11,-64,-64,-65,-64,-65
1,6,1,eduroam,11,-64,-64,-65,-64,-65
1,6,1,_The Cloud,11,-64,-64,-65,-64,-65
1,6,1,govroam,11,-64,-64,-65,-64,-65
1,6,1,Imperial-WPA,11,-65,-64,-65,-64,-65
1,6,1,77 AHM WiFi,8,-83,-82,-83,-83
1,6,1,SKYD5339,11,-91
1,6,1,Darwieesh,9,-91,-90,-90
1,7,1,eduroam,11,-56,-57,-87,-57,-89,-59,-60
1,7,1,Imperial-WPA,1,-57,-74,-54,-72,-53,-77,-85,-58,-77,-88,-58,-77,-86
1,7,1,Imperial,1,-57,-74,-87,-54,-72,-53,-77,-87,-58,-77,-87,-58,-76
1,7,1,_The Cloud,1,-57,-73,-86,-54,-72,-87,-53,-77,-85,-58,-78,-87,-58,-77,-87
1,7,1,govroam,1,-57,-74,-87,-54,-72,-53,-77,-84,-58,-77,-87,-58,-77
1,7,1,Imperial-WPA,11,-57,-57,-57,-90,-58,-60
1,7,1,Imperial,11,-57,-57,-87,-57,-88,-58,-60
