Xa,Ya,Za,Xgr,Ygr,Zgr,Xma,Yma,Zma,Temp
Initialising
-259.77,8.3,790.04,-28.11,-7.12,39.67,-58.8,88.05,-125.4,30.62
-93.75,-66.89,1066.89,-2.2,-0.67,70.47,-61.2,87.15,-126.15,30.62
-148.44,-169.92,1005.86,2.36,4.6,78.64,-60.0,85.35,-125.1,30.67
-15.14,-193.85,1115.72,21.56,6.87,80.98,-60.9,84.9,-126.15,30.81
62.5,-197.75,1089.36,1.31,-23.04,30.29,-61.05,85.05,-127.2,30.67
-148.93,-47.85,863.28,-32.68,-4.51,35.36,-60.45,82.65,-126.9,30.52
-31.74,-64.94,1038.09,10.29,13.54,43.15,-62.85,84.15,-126.9,30.71
84.47,-44.92,1215.82,20.4,15.92,18.18,-59.85,84.0,-127.5,30.67
32.71,-111.82,956.54,-5.24,8.02,9.01,-60.45,83.4,-126.6,30.43
55.66,-32.71,964.36,-13.21,14.22,26.76,-58.65,84.0,-127.2,30.71
100.59,-85.94,946.78,-3.5,-2.5,4.08,-59.55,84.9,-126.6,30.67
106.45,-159.18,1031.25,-19.15,12.04,7.95,-57.9,82.65,-126.6,30.71
178.71,-189.45,1192.87,-10.56,13.04,-2.88,-60.0,82.95,-127.8,30.52
100.1,-162.6,931.15,-7.76,25.0,-5.71,-59.4,81.75,-126.45,30.52
Destination:,1.6,0.3
Initialising
-8.79,-61.04,1012.7,-1.57,0.85,-2.21,-61.65,83.85,-127.35,30.67
-11.72,-76.17,1024.41,-0.08,0.4,-52.05,81.3,-124.05,30.71
-176.76,-150.39,1000.98,0.53,0.49,0.21,-53.4,77.7,-127.8,30.62
-164.55,-149.9,1013.67,-1.86,4.47,2.3,-54.9,77.55,-126.75,30.71
-195.8,-157.23,988.77,-0.94,3.56,1.53,-54.75,78.45,-126.6,30.71
-179.2,-152.34,987.3,-4.67,1.12,-0.15,-53.7,77.85,-127.95,30.67
-182.13,-149.9,998.05,0.36,0.33,0.05,-55.05,76.95,-126.9,30.81
-177.25,-161.62,998.54,-1.05,0.24,-2.75,-54.45,79.05,-126.45,30.62
-187.5,-153.81,991.7,-1.27,-0.93,-0.11,-54.75,77.7,-127.8,30.47
-167.97,-184.08,1016.6,-0.79,1.27,2.33,-52.65,79.2,-126.9,30.62
Start
-223.14,-255.37,972.17,7.64,-1.51,-52.65,-53.85,80.7,-125.85,30.62
-82.52,-222.66,983.89,3.21,-9.44,-52.87,-55.65,82.8,-127.5,30.62
-215.33,-164.55,1004.39,11.94,4.48,-45.33,-58.8,81.15,-125.85,30.43
-223.14,-199.22,1082.03,0.01,-9.66,-50.13,-58.2,82.8,-127.2,30.33
-323.73,-21.0,966.31,4.6,4.53,-25.95,-59.25,84.15,-126.15,30.43
-232.91,-131.84,890.62,-0.95,20.4,-47.56,-59.25,83.85,-126.9,30.67
-216.31,-169.92,979.49,2.08,6.97,-56.99,-57.6,86.1,-127.35,30.62
-268.07,-48.34,921.39,-10.29,-14.02,-65.92,-57.9,87.15,-126.15,30.47
-276.86,55.18,764.65,-21.47,8.85,-38.45,-58.8,86.4,-126.9,30.86
-25.39,-105.47,1066.89,-9.63,-3.08,-42.84,-57.3,86.7,-126.45,30.67
-42.97,-143.55,864.75,6.31,46.62,-47.47,-56.55,87.45,-127.2,30.71
-36.62,-170.41,969.24,-5.44,20.26,-54.11,-53.25,88.95,-126.75,30.67
-184.08,-70.31,1064.94,-9.95,8.69,-60.89,-51.75,87.15,-126.9,30.71
-226.56,-198.73,1075.68,-9.07,5.66,-53.16,-52.2,88.05,-126.15,30.71
-209.96,-138.67,1119.14,16.54,2.63,-52.99,-53.7,88.2,-126.75,30.62
-332.03,-91.31,846.19,-1.75,1.86,-52.64,-51.15,88.2,-125.55,30.67
-221.19,-120.12,1017.58,-2.98,-4.37,-47.64,-52.05,88.5,-127.2,30.67
-130.37,-60.55,1077.15,-16.18,13.68,-46.53,-51.0,88.05,-124.2,30.62
-218.26,-18.07,969.73,-3.0,36.67,-34.09,-52.5,87.0,-124.05,30.71
-116.21,-163.09,1043.46,-28.18,3.76,-55.89,-50.55,86.85,-128.1,30.67
-94.24,-229.0,781.74,-10.42,15.55,-41.02,-51.6,85.05,-126.75,30.62
-128.91,-166.99,1034.18,19.74,20.41,-58.17,-50.85,87.0,-126.45,30.71
-127.44,-85.45,1083.98,-9.42,18.46,-57.44,-51.15,85.95,-126.75,30.86
-73.73,-31.74,1052.25,-0.26,9.04,-61.36,-49.5,85.95,-126.75,30.62
-107.91,7.32,965.33,9.02,27.14,-64.22,-48.3,85.95,-127.5,30.47
-44.43,-111.33,1034.67,-2.59,-10.3,-71.53,-48.6,85.65,-127.35,30.47
-147.46,-156.25,988.77,-12.69,26.27,-54.82,-49.8,84.6,-127.35,30.86
87.89,-96.68,1157.71,-8.69,6.05,-77.44,-45.9,82.05,-126.75,30.43
67.38,-106.93,926.76,-6.86,29.05,-65.61,-45.6,81.45,-127.8,30.47
20.51,-188.48,918.46,-0.86,24.22,-60.5,-44.85,79.95,-128.1,30.43
Destination:,0.2,1.4
Initialising
-40.04,-147.46,1000.49,-2.21,0.17,0.03,-43.35,79.35,-129.9,30.62
-55.18,-108.89,1021.48,-2.5,5.46,-2.32,146.48,1012.7,-0.65,0.47,1.5,-58.65,77.1,-127.95,30.62
-77.15,-144.53,1007.81,-1.12,3.05,-1.24,-58.65,77.85,-127.5,30.71
-61.52,-129.39,1011.72,-1.5,3.17,0.9,-58.8,78.0,-126.9,30.81
-59.57,-137.21,1006.84,-0.48,-1.35,1.27,-58.65,77.1,-127.2,30.67
-65.43,-135.74,1009.28,-1.57,0.44,-0.51,-58.35,77.25,-128.1,30.71
-64.94,-137.21,1019.53,-1.81,-0.02,-1.79,-57.6,78.75,-125.85,30.62
-70.8,-118.16,1011.72,-2.33,-0.5,-1.55,-58.35,78.0,-126.9,30.95
-69.34,-125.98,1023.93,0.16,1.82,0.33,-57.75,78.3,-128.7,30.62
-59.57,-128.42,1020.02,-0.67,1.41,0.52,-57.75,77.1,-126.45,30.62
Start
-151.86,65.92,1015.14,41.92,-0.85,1.18,-56.25,87.15,-126.9,30.62
-141.6,170.9,880.86,176.96,13.17,-26.1,-56.7,92.55,-125.85,30.71
-135.74,287.11,912.6,107.89,-12.07,-2.67,-58.65,99.3,-130.65,30.86
-131.35,496.58,857.91,110.56,3.59,-10.77,-57.0,104.25,-130.65,30.67
-127.93,652.34,772.46,65.34,-10.82,-5.13,-56.25,111.6,-137.4,30.62
-132.32,723.14,591.31,105.1,-5.9,-12.07,-57.6,113.55,-139.65,30.81
-157.23,785.16,453.61,112.32,-7.51,-15.95,-56.55,119.1,-147.6,30.67
-189.45,912.6,381.35,80.49,-3.7,-5.43,-55.65,124.05,-156.9,30.62
-235.84,1004.88,144.04,45.37,-15.28,-8.27,-55.65,124.5,-161.55,30.47
-241.7,1003.91,96.19,-43.85,-66.53,-8.05,-56.55,125.25,-162.3,30.62
-130.86,1003.42,172.36,-32.61,-57.93,-29.16,-55.5,124.65,-159.45,30.67
-155.76,1140.14,282.23,-104.21,-92.84,-6.44,-54.9,124.05,-156.15,30.67
-118.65,846.68,438.96,-55.33,-43.42,-33.47,-56.1,122.25,-146.55,30.33
-111.82,749.02,637.21,-68.4,-58.1,-20.55,-55.35,115.35,-142.65,30.43
-64.94,538.09,785.64,-142.27,-36.01,-17.61,-58.35,109.8,-136.65,30.47
-67.38,249.51,920.41,-166.63,-29.32,-18.28,-59.4,102.0,-130.2,30.71
-49.32,204.59,961.91,-96.85,-11.35,-24.38,-58.95,94.35,-129.15,30.62
-7.81,15.14,955.57,-96.05,9.18,4.71,-60.15,87.0,-127.2,30.67
-14.16,-100.1,973.14,-68.58,-5.26,11.79,-60.6,80.85,-127.2,30.67
-58.59,-63.96,1071.78,-65.4,-10.56,27.63,-61.05,78.6,-127.5,30.67
-96.19,-281.74,1082.03,-18.76,6.8,23.26,-62.25,74.1,-128.7,30.67
-55.18,-407.71,864.75,-81.24,-13.65,68.45,-62.25,69.9,-131.4,30.71
2.93,-524.41,780.76,-24.57,-38.47,62.98,-60.45,65.4,-133.95,30.47
20.02,-493.16,816.41,1.04,-45.79,30.51,-60.15,64.5,-133.35,30.52
15.14,-439.45,1017.09,14.33,-22.21,52.85,-61.8,65.25,-132.15,30.81
-30.76,-408.2,826.17,34.76,-1.47,42.07,-60.45,65.4,-132.0,30.71
29.3,-511.23,931.64,48.31,2.15,-1.3,-61.05,69.0,-129.45,30.47
-141.11,-500.98,851.07,8.53,-5.18,-2.99,-61.8,69.0,-130.2,30.52
-50.78,-495.12,932.13,9.56,5.32,5.45,-61.8,71.4,-129.45,30.86
-83.98,-399.41,890.62,2.39,1.31,8.13,-60.9,70.35,-128.1,30.62
Destination:,-0.7,0.2
Initialising
0.92,-59.55,76.5,-126.15,30.33
-60.55,-180.66,1010.74,-0.49,-0.52,-1.18,-59.4,77.1,-127.95,30.81
30.81
10.74,-51.76,1037.6,-3.47,2.44,1.92,-62.4,81.45,-126.9,30.86
21.48,-54.2,1024.9,-2.4,3.66,-1.19,-63.3,82.95,-127.35,30.86
18.55,-57.62,1018.55,-2.88,2.2,0.15,-62.4,81.9,-127.35,30.67
20.02,-49.8,1022.95,-2.6,1.12,1.28,-63.3,80.4,-126.15,30.86
15.14,-56.64,1015.14,1.37,2.5,-0.9,-62.7,82.8,-128.25,30.86
20.02,-53.22,1022.46,-1.93,1.94,-0.21,-63.15,82.05,-127.2,30.86
32.71,-50.78,1027.34,-0.89,1.19,-0.8,-62.1,81.45,-126.6,30.71
Start
11.23,-60.06,1019.53,-2.16,1.19,1.81,-61.5,81.3,-127.5,30.47
8.79,-74.71,1030.27,-1.13,1.38,5.66,-62.25,80.85,-126.45,30.62
-22.95,-72.75,1002.93,11.78,4.41,2.02,-62.85,84.15,-126.9,30.81
-82.03,-106.45,1002.93,13.0,10.01,1.84,-61.05,82.8,-126.0,30.81
-117.19,-177.25,1109.86,35.56,0.41,-6.68,-59.55,82.65,-128.85,30.71
-176.76,-138.18,955.08,-12.24,-5.27,4.58,-60.15,85.05,-127.5,30.71
-168.46,-49.8,1161.62,9.99,5.14,-4.82,-62.4,84.15,-125.1,30.62
-6.84,-30.27,983.4,-6.57,13.89,-30.4,-62.1,84.6,-126.6,30.67
-9.28,-53.71,1132.81,-5.78,-16.96,-44.12,-62.1,86.85,-126.9,30.67
-62.01,-40.53,871.58,-6.7,-17.65,-27.01,-62.85,85.65,-126.6,30.86
-64.45,95.21,992.68,11.58,10.03,-18.79,-62.7,85.95,-127.2,30.95
-109.37,75.68,853.52,-6.34,-5.08,-17.69,-61.8,85.5,-126.75,30.67
-102.05,48.34,1026.86,0.35,2.86,-31.25,-63.75,85.65,-128.1,30.81
-10.74,-20.51,1047.36,-27.4,-5.78,-48.64,-63.15,87.45,-128.7,30.52
126.95,-66.41,1146.0,-18.37,-2.95,-43.79,-63.75,86.4,-129.3,30.67
27.34,52.25,1111.33,1.02,5.44,-22.79,-64.05,87.15,-128.55,30.67
-73.73,21.48,777.34,-0.95,21.4,-30.98,-63.15,87.75,-128.25,30.67
-78.12,25.88,1028.81,9.19,14.06,-59.72,-61.5,88.2,-128.25,30.71
-77.64,125.98,1119.63,11.98,8.63,-76.81,-60.0,90.3,-128.1,30.62
-34.18,265.14,1056.64,40.79,25.26,-92.08,-60.15,90.15,-127.2,30.52
58.11,72.27,892.58,-5.52,-27.29,-83.59,-57.9,93.0,-129.3,30.71
21.97,-21.0,971.19,-16.16,-10.47,-72.49,-56.55,94.35,-129.15,30.71
-21.48,-58.59,889.65,-21.08,2.47,-62.76,-57.15,94.8,-127.8,30.47
-43.46,-11.72,1011.23,-16.7,0.12,-56.06,-55.65,92.7,-129.45,30.67
33.2,-40.53,1200.2,-3.32,-12.56,-58.23,-54.9,94.35,-128.7,30.62
41.99,170.41,1225.1,22.31,0.52,-58.97,-54.0,93.9,-128.25,30.62
-150.39,180.18,895.51,-34.88,19.18,-42.77,-53.1,93.0,-128.55,30.47
-0.49,-40.53,864.26,-33.86,20.12,-26.02,-51.6,91.65,-127.95,30.67
14.65,-109.86,973.63,-74.02,-0.19,-31.01,-50.1,88.8,-126.9,30.71
-79.1,1.95,1088.87,-3.69,-0.53,2.96,-51.15,85.05,-128.7,30.67
Destination:,-0.6,1.8
Initialising
1.81,-54.45,89.25,-127.95,30.52
-60.06,-97.66,1039.06,1.78,-1.05,2.83,-53.7,90.15,-127.2,30.47
71.78,-14.65,1021.48,-2.05,-0.56,-2.56,-55.95,80.7,-127.35,31.05
-79.59,-54.69,1022.46,-1.0,3.34,2.46,-57.0,79.8,-126.45,30.95
-84.47,-38.57,1029.79,1.71,2.95,0.86,-57.6,81.15,-125.85,30.95
-99.61,-54.2,999.02,2.53,0.62,-1.97,-56.1,82.5,-126.45,30.95
-68.85,-27.83,1035.16,1.74,-2.75,-2.8,-56.25,82.2,-127.8,30.71
-52.73,-23.93,1044.92,-2.08,-1.63,-4.15,-57.15,82.95,-126.15,30.95
-62.01,-23.93,1020.02,2.22,1.68,-0.49,-58.95,83.25,-126.45,31.05
-56.64,-26.86,1025.88,-4.46,-0.6,-1.39,-57.9,81.9,-126.6,31.24
Start
-48.83,-24.41,1028.32,-3.66,1.92,-1.05,-57.9,81.45,-126.15,30.71
-60.55,-26.86,1013.67,-1.92,-0.15,-3.27,-56.25,81.45,-127.35,30.71
-57.62,-21.0,1020.51,2.37,0.31,-1.4,-58.65,81.75,-126.45,30.67
-67.87,-34.67,1031.25,0.2,2.62,-2.26,-58.8,82.65,-126.15,30.67
-75.2,-1.95,1009.28,-0.07,5.6,-0.35,-57.75,82.5,-126.45,30.71
-99.12,-68.85,1017.09,24.76,9.24,-11.51,-55.95,82.65,-126.15,31.05
-110.35,55.18,1106.45,53.8,11.44,-13.17,-57.3,87.45,-125.55,30.71
-106.93,40.53,905.27,-40.78,-4.36,-16.29,-56.55,86.25,-124.8,30.86
-136.72,-41.99,1007.81,-8.38,-12.23,-27.44,-57.3,84.3,-125.55,30.95
-114.75,-92.29,1003.42,22.68,-8.05,-30.76,-58.65,85.5,-126.0,31.0
-93.26,-91.8,1064.45,40.74,-1.27,-35.94,-56.7,88.8,-128.1,31.14
-126.95,21.48,1021.0,48.06,0.86,-50.44,-56.7,93.0,-125.85,30.95
-144.04,380.37,1123.54,98.5,2.6,-37.91,-58.2,94.35,-128.25,30.86
-157.71,492.19,942.38,66.15,-14.07,-34.74,-58.2,102.0,-130.2,30.95
-62.5,715.33,1053.22,136.8,6.84,-14.84,-58.95,110.4,-134.85,30.86
-112.3,736.33,592.77,43.44,5.34,9.98,-58.65,109.5,-135.6,30.86
-64.45,754.88,702.64,38.68,-0.19,-0.6,-58.2,115.35,-139.95,30.95
-81.54,751.46,637.21,32.92,8.69,7.19,-58.8,116.7,-140.55,30.95
-62.01,819.34,628.42,-13.22,9.99,7.6,-58.65,117.6,-141.9,31.05
-54.2,745.61,666.02,-8.65,11.49,6.98,-60.15,114.9,-141.15,31.0
-45.41,710.94,663.09,-20.24,7.42,6.42,-59.4,115.35,-139.95,31.0
-29.3,693.85,869.14,-55.29,7.66,0.89,-57.9,114.3,-140.1,30.86
-0.49,540.04,928.22,-154.98,-5.25,13.07,-57.9,109.05,-133.5,30.86
-4.88,340.33,898.93,-195.35,-4.37,17.8,-60.45,96.0,-128.1,30.86
-33.2,129.39,990.72,-51.69,0.54,14.84,-62.1,88.05,-125.85,30.86
-36.13,109.86,1030.27,13.01,0.21,7.48,-60.45,86.85,-126.15,30.71
-40.53,63.48,1008.3,6.14,0.27,2.69,-61.05,86.25,-126.75,30.67
-34.67,37.11,1023.93,-0.31,3.43,-1.87,-60.9,85.65,-127.35,30.67
-12.7,31.74,1020.02,-2.89,3.83,-3.86,-62.7,87.75,-127.5,30.67
-30.76,33.69,1037.11,-6.08,1.04,-1.51,-59.85,87.45,-127.2,30.62
Destination:,-0.7,0.1
Initialising
1.84,-61.05,85.05,-127.5,30.62
-24.41,6.84,1025.39,-3.51,4.05,1.31,-60.6,84.0,-126.75,30.67
-0.14,-58.8,84.15,-127.35,31.38
-42.48,-33.2,1009.77,-0.65,0.92,-1.09,-59.4,84.75,-126.45,31.19
-54.2,-37.6,1008.79,-1.44,1.97,2.5,-60.45,83.4,-125.4,31.14
-52.73,-34.67,1001.95,-3.6,0.11,0.11,-58.35,83.85,-126.15,31.19
-49.32,-30.27,1041.5,-1.64,-1.45,2.29,-58.95,82.8,-127.2,31.14
-45.41,-39.55,1048.34,-0.18,0.85,-2.09,-57.75,84.3,-126.45,31.34
-40.53,-34.18,1035.16,-1.69,3.6,0.93,-58.95,84.75,-125.55,31.19
-46.88,-41.02,1044.92,-1.69,1.76,-0.89,-60.15,86.7,-126.0,31.38
Start
-43.95,-34.18,1018.07,-3.37,1.44,-2.27,-59.55,84.9,-127.35,31.14
-46.39,-22.46,1006.84,-1.54,0.05,-2.6,-59.25,84.6,-128.1,31.14
-60.06,57.13,1107.91,3.34,-8.43,3.51,-60.45,85.35,-127.2,31.0
-62.99,137.7,976.07,-16.18,6.82,8.59,-61.05,82.8,-126.45,30.86
-50.29,69.34,946.78,12.54,16.1,30.85,-59.25,83.85,-125.85,30.95
-80.08,97.17,1132.32,-14.63,-3.79,46.02,-58.8,84.6,-126.6,30.95
-38.57,18.55,904.3,-33.86,13.26,56.61,-57.3,81.3,-126.75,30.95
-172.36,-73.73,1135.74,23.45,18.18,57.74,-55.95,79.95,-126.15,31.24
-137.7,32.71,1003.91,1.34,-13.62,44.27,-56.1,80.55,-126.0,31.05
6.35,160.16,1035.16,-12.25,-34.12,3.53,-57.9,79.95,-127.8,31.19
-62.01,-59.08,973.14,-40.94,-23.01,21.72,-59.55,76.95,-126.9,31.05
-83.01,-252.93,1021.0,17.61,-17.48,19.3,-60.15,75.9,-127.95,31.05
-19.53,-186.04,1045.41,32.45,-6.68,41.27,-61.05,77.85,-127.2,31.05
-154.79,-237.3,1145.51,21.8,-17.52,49.4,-62.25,76.35,-127.5,31.24
-130.86,-22.95,988.77,3.89,10.66,89.12,-59.85,77.1,-127.5,31.14
-5.86,76.17,851.56,-3.21,-10.54,69.03,-59.4,78.6,-127.5,31.14
18.07,-7.81,710.45,23.37,39.03,35.43,-55.65,75.9,-127.5,31.14
-92.77,-74.22,916.02,5.56,57.11,49.29,-53.7,78.6,-126.0,31.19
-176.27,-25.88,956.54,39.72,10.06,57.95,-51.0,77.25,-127.35,31.14
-433.59,-48.34,1142.58,-52.87,-2.05,62.56,-50.55,79.95,-126.6,31.24
-132.32,7.32,1149.41,22.13,-2.09,76.5,-49.2,79.35,-127.5,31.14
-200.2,-109.37,1624.51,-96.87,-76.24,55.63,-52.65,76.95,-126.9,31.14
-173.34,20.02,1052.73,-46.08,-27.07,99.79,-52.5,73.65,-129.15,30.86
-113.28,-67.38,875.49,-11.78,-16.38,81.98,-51.15,74.4,-129.9,30.95
-25.88,-304.2,966.31,12.85,31.92,84.57,-49.5,73.65,-130.2,31.14
-98.63,-130.37,751.46,43.73,10.97,62.55,-48.6,73.8,-128.1,30.81
-91.31,-87.4,750.49,-17.12,-9.36,74.85,-44.7,76.65,-127.5,31.0
-77.64,-6.35,969.73,-2.1,-23.4,83.05,-44.4,78.45,-128.1,31.05
-116.21,-72.75,1224.12,22.33,-16.89,84.47,-44.25,79.35,-127.2,31.05
10.74,-119.63,1069.34,31.67,-7.29,98.72,-44.4,82.2,-128.55,30.86
Destination:,0.2,1.6
Initialising
0.04,3.13,-47.85,89.25,-127.5,31.0
27.83,-21.97,990.23,-7.74,3.1,0.3,-46.65,87.75,-127.95,30.95,124.02,-54.69,997.56,-0.47,1.99,0.85,-56.25,81.9,-127.8,31.14
-63.48,-47.85,1003.42,-0.12,1.44,2.27,-58.95,82.05,-126.0,31.24
-82.03,-60.55,1014.65,-0.43,-1.05,3.55,-57.15,82.95,-126.6,31.0
-80.57,-53.71,1045.9,-1.07,1.83,-0.21,-56.25,81.45,-126.15,30.95
-68.85,-62.5,1034.67,2.24,-0.86,0.06,-58.65,81.3,-125.55,30.95
-84.47,-39.06,1022.46,-2.33,0.98,1.66,-57.15,81.45,-126.6,30.95
-77.15,-51.27,1004.88,-4.69,1.05,-3.18,-57.15,82.2,-126.15,31.0
-64.45,-53.71,1029.3,-1.69,-0.04,-2.93,-57.6,80.4,-125.85,31.24
-75.68,-34.67,1029.3,1.24,0.99,3.13,-57.75,82.05,-126.0,31.14
Start
-67.38,-58.59,1025.88,-1.94,-1.34,-1.08,-57.9,82.95,-125.85,31.14
-76.17,-67.87,1031.25,-5.08,2.21,-1.56,-57.0,81.75,-126.0,31.34
-79.1,-69.82,1010.25,2.18,0.39,-3.7,-57.75,80.55,-127.2,31.0
-73.24,-53.22,1025.88,0.34,1.18,1.87,-58.2,81.3,-126.45,31.34
-75.68,-47.36,1028.81,-2.17,-1.5,1.79,-58.8,81.45,-126.9,31.24
-25.88,-39.55,1085.94,-2.78,-5.46,-0.01,-57.6,82.95,-126.6,31.24
-8.79,-71.78,979.0,-3.22,-5.38,3.12,-57.75,82.05,-126.0,31.14
10.25,-99.61,1070.31,-6.81,16.08,1.98,-59.85,81.75,-126.45,31.14
81.05,-98.63,1017.58,3.08,16.95,-16.19,-57.6,81.45,-126.6,31.24
52.73,-72.27,1054.69,1.58,-5.91,-23.37,-57.15,81.15,-126.9,30.81
-57.13,-94.24,935.06,-12.21,8.93,-12.87,-58.2,80.55,-125.25,31.14
-76.17,-69.34,1071.78,9.41,0.96,-23.09,-57.0,82.8,-125.55,31.34
-17.09,-54.69,1000.98,5.75,-20.85,-23.85,-57.9,84.15,-125.85,30.95
6.35,-48.34,960.94,-2.96,-20.82,-8.08,-59.55,81.9,-126.15,30.86
-39.06,-35.16,1049.32,11.63,-3.75,-3.1,-60.0,84.6,-126.15,31.0
-8.3,-41.99,1078.61,3.18,4.03,0.95,-60.9,84.6,-126.6,31.0
4.39,-17.58,1084.47,-1.53,16.47,-0.21,-58.8,83.4,-125.4,31.0
-6.84,-0.98,1030.76,-10.25,6.44,0.41,-58.35,82.2,-125.4,30.86
-111.82,-39.06,1023.93,-5.53,11.34,-10.73,-57.9,82.2,-126.15,31.14
-115.23,-120.61,995.12,1.08,7.74,-11.96,-59.85,83.55,-124.05,31.0
-125.98,-150.88,1019.53,11.83,3.82,-16.69,-57.3,83.25,-126.45,31.05
-99.12,-129.39,965.82,1.02,-3.58,-15.93,-57.75,84.3,-125.25,31.14
-155.76,-113.28,1037.6,15.18,7.32,-15.15,-57.9,85.35,-125.85,31.19
-94.24,-1.46,1061.04,37.05,5.95,-25.55,-58.2,86.25,-125.55,31.05
-81.54,-36.62,958.5,-9.1,15.71,-28.78,-57.3,88.2,-123.75,31.14
-91.8,-168.95,1077.15,-4.96,-19.24,-29.25,-56.55,86.7,-125.25,30.95
-155.27,-0.98,1076.66,-9.12,18.33,-31.01,-57.3,87.75,-125.55,31.14
-125.0,-47.85,1014.16,3.07,5.2,-41.06,-58.65,87.45,-126.0,31.05
-94.24,-27.83,1056.15,9.6,-8.82,-31.53,-58.35,86.85,-124.65,31.14
-170.41,-83.98,972.66,9.66,21.95,-41.67,-55.95,88.8,-125.1,31.14
Destination:,-0.6,-1.5
Initialising
54.45,90.45,-124.8,31.14
-68.85,-69.82,1024.41,0.87,2.21,1.64,-55.5,90.6,-125.1,30.95
-58.11,1031.25,-0.79,0.54,2.98,-56.55,81.3,-127.2,31.14
-71.78,-58.59,1022.46,-2.63,1.76,-2.69,-58.8,81.45,-126.6,31.0
-78.61,-92.29,1014.65,-1.76,0.44,1.16,-57.15,81.9,-125.4,31.14
-79.1,-70.31,1029.3,-2.98,1.93,2.24,-57.9,82.65,-126.9,31.24
-77.64,-76.66,1016.6,-0.67,-0.02,-1.01,-58.2,81.75,-126.45,31.05
-82.03,-69.82,1025.39,-2.17,2.92,1.79,-57.15,81.9,-126.6,31.19
-81.05,-55.18,1045.41,-3.22,0.34,1.69,-57.15,82.65,-126.6,31.05
-78.61,-57.13,1025.88,-0.73,3.45,2.54,-57.9,82.2,-126.6,31.0
Start
-68.36,-82.52,1014.65,9.27,-0.62,0.21,-57.75,81.3,-126.75,31.05
-66.89,-95.21,1015.62,28.02,13.6,-2.68,-58.8,82.2,-125.4,31.24
-32.71,-127.44,982.91,-5.21,-22.97,-23.61,-58.8,84.15,-125.4,31.05
-32.71,-120.61,1047.85,-17.48,-5.05,-39.14,-60.45,84.6,-126.9,30.95
5.86,-102.05,1027.83,0.97,0.68,-26.17,-58.95,84.3,-126.75,31.0
120.12,-116.21,1090.82,17.36,-11.17,-21.43,-62.1,85.35,-127.8,31.14
-19.53,-75.2,922.36,-0.29,25.73,1.67,-59.55,84.6,-126.9,31.05
12.7,-134.28,961.91,9.06,-0.99,5.44,-61.2,84.9,-126.9,30.95
66.89,-82.03,955.08,4.24,0.97,9.79,-60.0,87.15,-126.15,31.05
-95.7,-27.34,826.66,-17.7,59.56,24.28,-57.9,86.85,-126.15,31.14
-134.28,8.3,1162.6,-0.63,-0.57,-0.21,-55.65,84.75,-126.0,30.95
-189.45,79.59,956.05,8.63,22.95,-17.03,-57.6,85.35,-125.4,31.14
-255.86,-37.6,1251.95,-85.66,-27.9,-42.56,-53.4,83.4,-125.1,31.14
-119.63,-227.54,1385.74,-127.95,-5.54,-55.53,-57.9,78.45,-125.4,30.86
-132.81,-366.7,1035.16,-71.9,25.77,-34.1,-57.9,70.8,-129.3,30.71
-83.01,-300.29,710.45,-12.98,15.66,-40.14,-57.3,67.95,-130.2,30.86
-53.22,-249.02,819.82,43.02,12.7,-23.63,-57.3,70.2,-129.9,30.71
-87.4,-136.23,574.71,49.83,-7.82,-9.82,-58.2,71.7,-126.45,30.86
-180.18,-250.98,934.57,125.92,9.76,7.19,-55.95,78.75,-126.9,30.86
-278.81,-128.91,1255.86,62.51,-17.7,-6.5,-56.25,86.1,-126.15,31.14
-175.29,70.8,682.13,76.05,50.19,30.15,-55.95,90.6,-126.15,31.14
-80.57,235.35,1083.5,89.13,-19.82,-14.21,-53.4,95.25,-127.35,31.05
-61.04,488.28,1281.25,34.57,-17.92,-13.34,-53.85,102.15,-128.1,31.0
-156.74,411.13,1123.54,7.73,-29.32,-24.25,-53.1,102.15,-129.3,30.86
-215.33,324.71,1195.8,-36.84,-37.73,-48.56,-55.5,100.65,-129.6,31.14
-19.53,43.95,1108.4,-39.02,-41.76,-55.74,-56.7,97.5,-127.8,31.14
44.92,-15.14,1024.41,-13.76,10.3,-32.25,-58.65,96.9,-127.5,31.0
-98.63,-35.64,833.98,-63.38,-21.48,-58.33,-57.3,95.85,-125.55,31.0
-219.73,120.61,1023.44,24.5,5.5,-33.13,-57.6,92.55,-125.85,31.05
-252.93,136.23,1072.27,-12.08,-14.66,-12.73,-57.3,94.35,-126.45,31.05
Destination:,-1.6,0.2
Initialising
127.8,31.0
-38.09,-83.5,1038.57,-1.48,-1.95,0.53,-54.75,89.1,-128.1,31.0
-13.18,-80.57,1018.07,-0.9,1.82,-60.6,83.55,-125.25,31.24
-23.44,-30.76,1014.65,-1.18,0.79,0.6,-60.15,83.55,-126.75,31.05
-25.88,-41.5,1020.51,-1.73,1.3,-1.62,-60.6,82.8,-126.45,31.24
-38.57,-30.76,1024.9,1.53,-0.3,1.0,-60.9,83.4,-127.35,31.19
-29.79,-36.62,1028.81,0.35,1.99,-0.54,-60.15,83.55,-127.2,31.0
-28.32,-30.27,1017.09,1.79,1.24,-0.44,-59.55,82.65,-126.15,31.38
-33.69,-35.16,1019.53,-1.92,0.45,1.24,-60.0,83.4,-126.15,31.05
-34.18,-41.02,1023.93,-2.76,1.63,-3.17,-60.45,83.4,-126.6,31.05
Start
